Make,Model,Cilindrada,Eficiencia,CO2
Nissan,Xterra V6 4WD,3.3,6.802304,345.1337194
Nissan,Xterra V6 4WD,3.3,6.37716,368.142634
Oldsmobile,Alero,2.2,10.203456,230.0891463
Oldsmobile,Alero,3.4,8.928024,262.9590243
Oldsmobile,Alero,2.2,10.6286,220.8855804
Oldsmobile,Aurora,3.5,8.077736,290.6389216
Oldsmobile,Aurora,4,8.077736,290.6389216
Oldsmobile,Bravada 2WD,4.2,6.802304,345.1337194
Oldsmobile,Bravada AWD,4.2,6.802304,345.1337194
Oldsmobile,Intrigue,3.5,8.928024,262.9590243
Oldsmobile,Silhouette 2WD,3.4,8.50288,276.1069755
Oldsmobile,Silhouette AWD,3.4,7.652592,306.7855284
Pontiac,Aztek AWD,3.4,7.652592,306.7855284
Pontiac,Aztek FWD,3.4,8.50288,276.1069755
Pontiac,Bonneville,3.8,8.077736,290.6389216
Pontiac,Bonneville,3.8,8.928024,262.9590243
Pontiac,Firebird,3.8,8.928024,262.9590243
Pontiac,Firebird,5.7,8.077736,290.6389216
Pontiac,Firebird,3.8,8.928024,262.9590243
Pontiac,Firebird,5.7,8.50288,276.1069755
Pontiac,Grand Am,2.2,10.203456,230.0891463
Pontiac,Grand Am,3.4,8.928024,262.9590243
Pontiac,Grand Am,2.2,10.6286,220.8855804
Pontiac,Grand Prix,3.8,8.077736,290.6389216
Pontiac,Grand Prix,3.1,8.928024,262.9590243
Pontiac,Grand Prix,3.8,8.50288,276.1069755
Pontiac,Montana AWD,3.4,7.652592,306.7855284
Pontiac,Montana FWD,3.4,8.50288,276.1069755
Pontiac,Sunfire,2.2,10.203456,230.0891463
Pontiac,Sunfire,2.2,10.203456,230.0891463
Pontiac,Sunfire,2.4,8.928024,262.9590243
Pontiac,Sunfire,2.2,10.6286,220.8855804
Pontiac,Sunfire,2.2,10.203456,230.0891463
Pontiac,Sunfire,2.4,9.778312,240.0930222
Porsche,911 Carrera,3.6,8.077736,290.6389216
Porsche,911 Carrera,3.6,8.077736,290.6389216
Porsche,911 Carrera 4 Cabriolet,3.6,7.227448,324.8317359
Porsche,911 Carrera 4 Cabriolet,3.6,7.652592,306.7855284
Porsche,911 Carrera 4S,3.6,7.227448,324.8317359
Porsche,911 Carrera 4S,3.6,7.652592,306.7855284
Porsche,911 Carrera Cabriolet,3.6,8.077736,290.6389216
Porsche,911 Carrera Cabriolet,3.6,8.077736,290.6389216
Porsche,911 GT2,3.6,6.802304,345.1337194
Porsche,911 Targa,3.6,8.077736,290.6389216
Porsche,911 Targa,3.6,8.077736,290.6389216
Porsche,911 Turbo,3.6,6.802304,345.1337194
Porsche,911 Turbo,3.6,6.802304,345.1337194
Porsche,Boxster,2.7,7.652592,306.7855284
Porsche,Boxster,2.7,8.50288,276.1069755
Porsche,Boxster S,3.2,7.652592,306.7855284
Porsche,Boxster S,3.2,7.652592,306.7855284
Rolls-Royce,Park Ward,5.4,5.526872,424.7799624
Rolls-Royce,Silver Seraph,5.4,5.526872,424.7799624
Roush Performance,Stage 3 Mustang,4.6,7.652592,306.7855284
Roush Performance,Stage 3 Mustang,4.6,7.652592,306.7855284
Saab,44994,2,8.928024,262.9590243
Saab,44994,2,10.203456,230.0891463
Saab,9-3 Convertible,2,8.928024,262.9590243
Saab,9-3 Convertible,2,10.203456,230.0891463
Saab,9-3 Viggen,2.3,8.50288,276.1069755
Saab,9-3 Viggen Convertible,2.3,8.50288,276.1069755
Saab,45055,2.3,8.928024,262.9590243
Saab,45055,2.3,8.928024,262.9590243
Saab,45055,3,8.077736,290.6389216
Saab,45055,2.3,9.353168,251.0063414
Saab,45055,2.3,9.353168,251.0063414
Saab,9-5 Wagon,2.3,8.50288,276.1069755
Saab,9-5 Wagon,2.3,8.50288,276.1069755
Saab,9-5 Wagon,3,8.077736,290.6389216
Saab,9-5 Wagon,2.3,9.353168,251.0063414
Saab,9-5 Wagon,2.3,9.353168,251.0063414
Saturn,L100/200,2.2,10.203456,230.0891463
Saturn,L100/200,2.2,10.6286,220.8855804
Saturn,L300,3,8.928024,262.9590243
Saturn,LW200,2.2,10.203456,230.0891463
Saturn,LW200,2.2,10.203456,230.0891463
Saturn,LW300,3,8.928024,262.9590243
Saturn,SC,1.9,11.053744,212.3899812
Saturn,SC,1.9,11.053744,212.3899812
Saturn,SC,1.9,11.478888,204.5236856
Saturn,SC,1.9,12.329176,190.4186038
Saturn,SL,1.9,11.478888,204.5236856
Saturn,SL,1.9,11.053744,212.3899812
Saturn,SL,1.9,11.478888,204.5236856
Saturn,SL,1.9,12.329176,190.4186038
Saturn,Vue AWD,2.2,8.928024,262.9590243
Saturn,Vue AWD,3,8.077736,290.6389216
Saturn,Vue FWD,2.2,9.353168,251.0063414
Saturn,Vue FWD,2.2,9.353168,251.0063414
Subaru,Forester AWD,2.5,8.928024,262.9590243
Subaru,Forester AWD,2.5,8.928024,262.9590243
Subaru,Impreza AWD,2.5,8.928024,262.9590243
Subaru,Impreza AWD,2,8.50288,276.1069755
Subaru,Impreza AWD,2.5,8.928024,262.9590243
Subaru,Impreza AWD,2,8.928024,262.9590243
Subaru,Impreza Wagon AWD,2.5,8.928024,262.9590243
Subaru,Impreza Wagon AWD,2,8.50288,276.1069755
Subaru,Impreza Wagon AWD,2.5,8.928024,262.9590243
Subaru,Impreza Wagon AWD,2,8.928024,262.9590243
Subaru,Legacy AWD,2.5,8.928024,262.9590243
Subaru,Legacy AWD (incl Outback),2.5,8.928024,262.9590243
Subaru,Legacy AWD (incl Outback),3,8.50288,276.1069755
Subaru,Legacy Wagon AWD (incl Outback),2.5,8.928024,262.9590243
Subaru,Legacy Wagon AWD (incl Outback),3,8.50288,276.1069755
Subaru,Legacy Wagon AWD (incl Outback),2.5,8.928024,262.9590243
Suzuki,Aerio,2,10.6286,220.8855804
Suzuki,Aerio,2,11.053744,212.3899812
Suzuki,Aerio SX,2,10.6286,220.8855804
Suzuki,Aerio SX,2,10.6286,220.8855804
Suzuki,Esteem,1.6,11.053744,212.3899812
Suzuki,Esteem,1.8,11.053744,212.3899812
Suzuki,Esteem,1.8,11.478888,204.5236856
Suzuki,Esteem Wagon,1.6,10.6286,220.8855804
Suzuki,Esteem Wagon,1.8,11.053744,212.3899812
Suzuki,Esteem Wagon,1.8,11.053744,212.3899812
Suzuki,Grand Vitara,2.5,7.652592,306.7855284
Suzuki,Grand Vitara,2.5,7.652592,306.7855284
Suzuki,Grand Vitara 4WD,2.5,7.227448,324.8317359
Suzuki,Grand Vitara 4WD,2.5,7.652592,306.7855284
Suzuki,Grand Vitara XL7,2.7,7.227448,324.8317359
Suzuki,Grand Vitara XL7,2.7,7.227448,324.8317359
Suzuki,Grand Vitara XL7 4WD,2.7,6.802304,345.1337194
Suzuki,Grand Vitara XL7 4WD,2.7,7.227448,324.8317359
Suzuki,Vitara 2Door,2,8.928024,262.9590243
Suzuki,Vitara 2Door,2,9.353168,251.0063414
Suzuki,Vitara 2Door 4WD,2,8.928024,262.9590243
Suzuki,Vitara 2Door 4WD,2,8.928024,262.9590243
Suzuki,Vitara 4Door,2,8.928024,262.9590243
Suzuki,Vitara 4Door,2,8.928024,262.9590243
Suzuki,Vitara 4Door 4WD,2,8.928024,262.9590243
Suzuki,Vitara 4Door 4WD,2,8.928024,262.9590243
Toyota,4Runner 2WD,3.4,6.802304,345.1337194
Toyota,4Runner 4WD,3.4,6.802304,345.1337194
Toyota,Avalon,3,9.353168,251.0063414
Toyota,Camry,2.4,10.203456,230.0891463
Toyota,Camry,3,8.928024,262.9590243
Toyota,Camry,2.4,10.203456,230.0891463
Toyota,Camry Solara,2.4,10.203456,230.0891463
Toyota,Camry Solara,3,8.50288,276.1069755
Toyota,Camry Solara,2.4,10.203456,230.0891463
Toyota,Camry Solara,3,8.50288,276.1069755
Toyota,Camry Solara Convertible,2.4,9.778312,240.0930222
Toyota,Camry Solara Convertible,3,8.077736,290.6389216
Toyota,Celica,1.8,9.778312,240.0930222
Toyota,Celica,1.8,11.904032,197.2192682
Toyota,Celica,1.8,11.478888,204.5236856
Toyota,Celica,1.8,9.778312,240.0930222
Toyota,Corolla,1.8,11.478888,204.5236856
Toyota,Corolla,1.8,12.75432,184.071317
Toyota,Corolla,1.8,13.179464,178.1335326
Toyota,Echo,1.5,12.75432,184.071317
Toyota,Echo,1.5,13.604608,172.5668597
Toyota,Highlander 2WD,2.4,9.353168,251.0063414
Toyota,Highlander 2WD,3,7.652592,306.7855284
Toyota,Highlander 4WD,2.4,8.077736,290.6389216
Toyota,Highlander 4WD,3,7.652592,306.7855284
Toyota,Land Cruiser Wagon 4WD,4.7,5.526872,424.7799624
Toyota,MR2,1.8,10.203456,230.0891463
Toyota,Prius,1.5,17.430904,134.6863295
Toyota,RAV4 2WD,2,9.778312,240.0930222
Toyota,RAV4 2WD,2,10.203456,230.0891463
Toyota,RAV4 4WD,2,9.353168,251.0063414
Toyota,RAV4 4WD,2,9.353168,251.0063414
Toyota,Sequoia 2WD,4.7,5.952016,394.4385365
Toyota,Sequoia 4WD,4.7,5.952016,394.4385365
Toyota,Sienna 2WD,3,8.077736,290.6389216
Toyota,Tacoma 2WD,2.4,8.928024,262.9590243
Toyota,Tacoma 2WD,2.7,7.652592,306.7855284
Toyota,Tacoma 2WD,3.4,6.802304,345.1337194
Toyota,Tacoma 2WD,2.4,9.353168,251.0063414
Toyota,Tacoma 2WD,3.4,7.652592,306.7855284
Toyota,Tacoma 4WD,2.7,7.652592,306.7855284
Toyota,Tacoma 4WD,3.4,6.802304,345.1337194
Toyota,Tacoma 4WD,2.7,7.227448,324.8317359
Toyota,Tacoma 4WD,3.4,6.802304,345.1337194
Toyota,Tundra 2WD,3.4,6.802304,345.1337194
Toyota,Tundra 2WD,4.7,6.37716,368.142634
Toyota,Tundra 2WD,3.4,6.802304,345.1337194
Toyota,Tundra 4WD,3.4,6.37716,368.142634
Toyota,Tundra 4WD,4.7,5.952016,394.4385365
Toyota,Tundra 4WD,3.4,6.37716,368.142634
Volkswagen,Cabrio,2,9.778312,240.0930222
Volkswagen,Cabrio,2,10.203456,230.0891463
Volkswagen,Eurovan,2.8,6.802304,345.1337194
Volkswagen,Eurovan Camper,2.8,6.802304,345.1337194
Volkswagen,Golf,1.9,14.029752,191.6840745
Volkswagen,Golf,2,9.778312,240.0930222
Volkswagen,Golf,1.9,16.155472,166.4624858
Volkswagen,Golf,2,10.203456,230.0891463
Volkswagen,GTI,1.8,9.353168,251.0063414
Volkswagen,GTI,1.8,10.203456,230.0891463
Volkswagen,GTI,2.8,8.928024,262.9590243
Volkswagen,GTI,1.8,9.778312,240.0930222
Volkswagen,GTI,2.8,9.353168,251.0063414
Volkswagen,Jetta,1.8,9.353168,251.0063414
Volkswagen,Jetta,1.9,14.029752,191.6840745
Volkswagen,Jetta,2,9.778312,240.0930222
Volkswagen,Jetta,2.8,8.077736,290.6389216
Volkswagen,Jetta,2.8,9.353168,251.0063414
Volkswagen,Jetta,1.8,10.203456,230.0891463
Volkswagen,Jetta,1.9,16.155472,166.4624858
Volkswagen,Jetta,2,10.203456,230.0891463
Volkswagen,Jetta,2.8,8.50288,276.1069755
Volkswagen,Jetta,2.8,9.353168,251.0063414
Volkswagen,Jetta Wagon,1.8,9.353168,251.0063414
Volkswagen,Jetta Wagon,1.9,14.029752,191.6840745
Volkswagen,Jetta Wagon,2,9.353168,251.0063414
Volkswagen,Jetta Wagon,2.8,8.077736,290.6389216
Volkswagen,Jetta Wagon,1.8,10.203456,230.0891463
Volkswagen,Jetta Wagon,1.9,16.580616,162.1942169
Volkswagen,Jetta Wagon,2,10.203456,230.0891463
Volkswagen,Jetta Wagon,2.8,8.50288,276.1069755
Volkswagen,New Beetle,1.8,9.778312,240.0930222
Volkswagen,New Beetle,1.9,14.029752,191.6840745
Volkswagen,New Beetle,2,9.778312,240.0930222
Volkswagen,New Beetle,1.8,10.203456,230.0891463
Volkswagen,New Beetle,1.9,16.155472,166.4624858
Volkswagen,New Beetle,2,10.203456,230.0891463
Volkswagen,New Beetle,1.8,9.778312,240.0930222
Volkswagen,Passat,1.8,9.353168,251.0063414
Volkswagen,Passat,2.8,8.50288,276.1069755
Volkswagen,Passat,1.8,9.778312,240.0930222
Volkswagen,Passat,2.8,8.928024,262.9590243
Volkswagen,Passat 4motion,2.8,8.077736,290.6389216
Volkswagen,Passat 4motion,4,7.652592,306.7855284
Volkswagen,Passat Wagon,1.8,9.353168,251.0063414
Volkswagen,Passat Wagon,2.8,8.50288,276.1069755
Volkswagen,Passat Wagon,1.8,9.778312,240.0930222
Volkswagen,Passat Wagon,2.8,8.928024,262.9590243
Volkswagen,Passat Wagon 4motion,2.8,8.077736,290.6389216
Volkswagen,Passat Wagon 4motion,4,7.652592,306.7855284
Volvo,C70 Convertible,2.3,8.50288,276.1069755
Volvo,C70 Convertible,2.4,8.928024,262.9590243
Volvo,C70 Convertible,2.3,8.928024,262.9590243
Volvo,C70 Coupe,2.3,8.928024,262.9590243
Volvo,C70 Coupe,2.3,8.50288,276.1069755
Volvo,S40 FWD,1.9,9.353168,251.0063414
Volvo,S60 AWD,2.4,8.50288,276.1069755
Volvo,S60 FWD,2.3,8.928024,262.9590243
Volvo,S60 FWD,2.4,8.928024,262.9590243
Volvo,S60 FWD,2.4,8.928024,262.9590243
Volvo,S60 FWD,2.3,8.50288,276.1069755
Volvo,S60 FWD,2.4,8.928024,262.9590243
Volvo,S80/S80 Executive,2.9,8.077736,290.6389216
Volvo,S80/S80 Executive,2.9,8.077736,290.6389216
Volvo,V40,1.9,9.353168,251.0063414
Volvo,V70 AWD,2.4,8.50288,276.1069755
Volvo,V70 FWD,2.3,8.50288,276.1069755
Volvo,V70 FWD,2.4,8.928024,262.9590243
Volvo,V70 FWD,2.4,8.928024,262.9590243
Volvo,V70 FWD,2.3,8.928024,262.9590243
Volvo,V70 FWD,2.4,8.928024,262.9590243
Volvo,V70 XC AWD,2.4,8.50288,276.1069755
Acura,3.2CL,3.2,8.928024,262.9590243
Acura,3.2CL,3.2,8.50288,276.1069755
Acura,3.2TL,3.2,8.928024,262.9590243
Acura,3.5RL,3.5,7.652592,306.7855284
Acura,MDX 4WD,3.5,7.227448,324.8317359
Acura,NSX,3,7.652592,306.7855284
Acura,NSX,3.2,7.652592,306.7855284
Acura,RSX,2,10.6286,220.8855804
Acura,RSX,2,11.053744,212.3899812
Acura,RSX,2,10.203456,230.0891463
Aston Martin,DB AR1,5.9,5.101728,460.1782926
Aston Martin,DB AR1,5.9,4.676584,502.0126828
Aston Martin,DB-7 GT Coupe,5.9,4.676584,502.0126828
Aston Martin,DB-7 GT Volante,5.9,4.676584,502.0126828
Aston Martin,DB-7 Vantage Coupe,5.9,5.526872,424.7799624
Aston Martin,DB-7 Vantage Coupe,5.9,5.101728,460.1782926
Aston Martin,DB-7 Vantage Volante,5.9,5.101728,460.1782926
Aston Martin,DB-7 Vantage Volante,5.9,5.101728,460.1782926
Aston Martin,Vanquish,5.9,5.526872,424.7799624
Audi,A4,1.8,9.778312,240.0930222
Audi,A4,3,8.928024,262.9590243
Audi,A4,1.8,9.778312,240.0930222
Audi,A4 Avant quattro,1.8,8.928024,262.9590243
Audi,A4 Avant quattro,3,8.077736,290.6389216
Audi,A4 Avant quattro,1.8,8.928024,262.9590243
Audi,A4 Avant quattro,3,7.652592,306.7855284
Audi,A4 Cabriolet,1.8,9.778312,240.0930222
Audi,A4 Cabriolet,3,8.928024,262.9590243
Audi,A4 quattro,1.8,8.928024,262.9590243
Audi,A4 quattro,3,8.077736,290.6389216
Audi,A4 quattro,1.8,8.928024,262.9590243
Audi,A4 quattro,3,7.652592,306.7855284
Audi,A6,3,8.928024,262.9590243
Audi,A6 Avant quattro,3,8.077736,290.6389216
Audi,A6 quattro,2.7,8.077736,290.6389216
Audi,A6 quattro,3,8.077736,290.6389216
Audi,A6 quattro,4.2,7.652592,306.7855284
Audi,A6 quattro,2.7,8.077736,290.6389216
Audi,A8,4.2,7.652592,306.7855284
Audi,A8 L,4.2,7.652592,306.7855284
Audi,Allroad quattro,2.7,7.227448,324.8317359
Audi,Allroad quattro,2.7,7.227448,324.8317359
Audi,RS6,4.2,6.802304,345.1337194
Audi,S6 Avant,4.2,6.37716,368.142634
Audi,S8,4.2,6.802304,345.1337194
Audi,TT Coupe,1.8,8.928024,262.9590243
Audi,TT Coupe quattro,1.8,8.928024,262.9590243
Audi,TT Roadster,1.8,8.928024,262.9590243
Audi,TT Roadster quattro,1.8,8.928024,262.9590243
Bentley,Arnage,6.8,4.676584,502.0126828
Bentley,Arnage LWB,6.8,4.676584,502.0126828
Bentley,Azure,6.8,5.101728,460.1782926
Bentley,Continental R,6.8,5.101728,460.1782926
Bentley,Continental T,6.8,5.101728,460.1782926
BMW,325ci,2.5,8.928024,262.9590243
BMW,325ci,2.5,8.928024,262.9590243
BMW,325ci Convertible,2.5,8.50288,276.1069755
BMW,325ci Convertible,2.5,8.077736,290.6389216
BMW,325i,2.5,8.928024,262.9590243
BMW,325i,2.5,8.928024,262.9590243
BMW,325i Sport Wagon,2.5,8.928024,262.9590243
BMW,325i Sport Wagon,2.5,8.928024,262.9590243
BMW,325xi,2.5,8.50288,276.1069755
BMW,325xi,2.5,8.50288,276.1069755
BMW,325xi Sport Wagon,2.5,8.50288,276.1069755
BMW,325xi Sport Wagon,2.5,8.50288,276.1069755
BMW,330ci,3,8.50288,276.1069755
BMW,330ci,3,9.353168,251.0063414
BMW,330ci Convertible,3,8.50288,276.1069755
BMW,330ci Convertible,3,8.50288,276.1069755
BMW,330i,3,8.50288,276.1069755
BMW,330i,3,9.353168,251.0063414
BMW,330i,3,8.928024,262.9590243
BMW,330xi,3,8.077736,290.6389216
BMW,330xi,3,8.50288,276.1069755
BMW,330xi,3,8.928024,262.9590243
BMW,525i,2.5,8.928024,262.9590243
BMW,525i,2.5,8.928024,262.9590243
BMW,525i Sport Wagon,2.5,8.50288,276.1069755
BMW,525i Sport Wagon,2.5,8.077736,290.6389216
BMW,530i,3,8.50288,276.1069755
BMW,530i,3,9.353168,251.0063414
BMW,540i,4.4,7.227448,324.8317359
BMW,540i,4.4,7.652592,306.7855284
BMW,540i,4.4,6.802304,345.1337194
BMW,540i Sport Wagon,4.4,7.227448,324.8317359
BMW,745i,4.4,8.077736,290.6389216
BMW,745li,4.4,8.077736,290.6389216
BMW,760li,6,6.802304,345.1337194
BMW,M3,3.2,7.227448,324.8317359
BMW,M3,3.2,7.227448,324.8317359
BMW,M3 Convertible,3.2,6.802304,345.1337194
BMW,M3 Convertible,3.2,7.227448,324.8317359
BMW,M5,4.9,6.37716,368.142634
BMW,X5,3,6.802304,345.1337194
BMW,X5,4.4,5.952016,394.4385365
BMW,X5,3,6.802304,345.1337194
BMW,X5 4.6is,4.6,5.952016,394.4385365
BMW,Z4 Roadster,2.5,8.928024,262.9590243
BMW,Z4 Roadster,3,8.50288,276.1069755
BMW,Z4 Roadster,3,8.928024,262.9590243
BMW,Z4 Roadster,2.5,8.928024,262.9590243
BMW,Z4 Roadster,2.5,8.928024,262.9590243
BMW,Z4 Roadster,3,8.928024,262.9590243
BMW,Z8,4.9,6.37716,368.142634
BMW Alpina,Roadster V8,4.8,6.37716,368.142634
Buick,Century,3.1,8.928024,262.9590243
Buick,LeSabre,3.8,8.928024,262.9590243
Buick,Park Avenue,3.8,8.077736,290.6389216
Buick,Park Avenue,3.8,8.928024,262.9590243
Buick,Regal,3.8,8.077736,290.6389216
Buick,Regal,3.8,8.50288,276.1069755
Buick,Rendezvous AWD,3.4,7.652592,306.7855284
Buick,Rendezvous FWD,3.4,8.50288,276.1069755
Cadillac,CTS,3.2,8.077736,290.6389216
Cadillac,CTS,3.2,8.077736,290.6389216
Cadillac,DeVille,4.6,8.077736,290.6389216
Cadillac,Escalade 2WD,5.3,5.952016,394.4385365
Cadillac,Escalade AWD,6,5.526872,424.7799624
Cadillac,Escalade ESV AWD,6,5.526872,424.7799624
Cadillac,Escalade Ext AWD,6,5.526872,424.7799624
Cadillac,Funeral Coach / Hearse,4.6,5.952016,394.4385365
Cadillac,Limousine,4.6,6.37716,368.142634
Cadillac,Seville,4.6,8.077736,290.6389216
Chevrolet,Astro 2WD (cargo),4.3,7.227448,324.8317359
Chevrolet,Astro 2WD (cargo) Conversion,4.3,6.37716,368.142634
Chevrolet,Astro 2WD (passenger),4.3,6.802304,345.1337194
Chevrolet,Astro AWD (cargo),4.3,6.37716,368.142634
Chevrolet,Astro AWD (cargo) Conversion,4.3,5.952016,394.4385365
Chevrolet,Astro AWD (passenger),4.3,5.952016,394.4385365
Chevrolet,Avalanche 1500 2WD,5.3,5.952016,394.4385365
Chevrolet,Avalanche 1500 2WD,5.3,5.952016,394.4385365
Chevrolet,Avalanche 1500 4WD,5.3,5.526872,424.7799624
Chevrolet,Avalanche 1500 4WD,5.3,5.952016,394.4385365
Chevrolet,Avalanche 1500 AWD,5.3,5.526872,424.7799624
Chevrolet,Avalanche 1500 AWD,5.3,5.952016,394.4385365
Chevrolet,Blazer 2WD,4.3,7.227448,324.8317359
Chevrolet,Blazer 2WD,4.3,6.802304,345.1337194
Chevrolet,Blazer 4WD,4.3,6.37716,368.142634
Chevrolet,Blazer 4WD,4.3,6.37716,368.142634
Chevrolet,Cavalier,2.2,10.6286,220.8855804
Chevrolet,Cavalier,2.2,10.6286,220.8855804
Chevrolet,Cavalier Dual-fuel,2.2,10.203456,230.0891463
Chevrolet,Corvette,5.7,8.077736,290.6389216
Chevrolet,Corvette,5.7,8.50288,276.1069755
Chevrolet,Express 1500 AWD,5.3,5.526872,424.7799624
Chevrolet,Express 1500/2500 2WD,4.3,6.37716,368.142634
Chevrolet,Express 1500/2500 2WD,5.3,5.952016,394.4385365
Chevrolet,Impala,3.4,9.353168,251.0063414
Chevrolet,Impala,3.8,8.50288,276.1069755
Chevrolet,Impala Police,3.8,8.50288,276.1069755
Chevrolet,Malibu,3.1,8.928024,262.9590243
Chevrolet,Monte Carlo,3.4,9.353168,251.0063414
Chevrolet,Monte Carlo,3.8,8.50288,276.1069755
Chevrolet,S10 Pickup 2WD,2.2,8.077736,290.6389216
Chevrolet,S10 Pickup 2WD,4.3,7.652592,306.7855284
Chevrolet,S10 Pickup 2WD,2.2,9.353168,251.0063414
Chevrolet,S10 Pickup 2WD,4.3,7.227448,324.8317359
Chevrolet,S10 Pickup 4WD,4.3,6.37716,368.142634
Chevrolet,S10 Pickup 4WD,4.3,5.952016,394.4385365
Chevrolet,Silverado 1500 2WD,4.3,6.802304,345.1337194
Chevrolet,Silverado 1500 2WD,4.8,6.37716,368.142634
Chevrolet,Silverado 1500 2WD,5.3,6.37716,368.142634
Chevrolet,Silverado 1500 2WD,5.3,6.37716,368.142634
Chevrolet,Silverado 1500 2WD,4.3,6.802304,345.1337194
Chevrolet,Silverado 1500 2WD,4.8,6.802304,345.1337194
Chevrolet,Silverado 1500 4WD,4.3,5.952016,394.4385365
Chevrolet,Silverado 1500 4WD,4.8,5.952016,394.4385365
Chevrolet,Silverado 1500 4WD,5.3,5.952016,394.4385365
Chevrolet,Silverado 1500 4WD,5.3,5.952016,394.4385365
Chevrolet,Silverado 1500 4WD,4.3,5.952016,394.4385365
Chevrolet,Silverado 1500 4WD,4.8,5.952016,394.4385365
Chevrolet,Silverado 2500 2WD (Bifuel),6,4.25144,552.2139511
Chevrolet,Silverado SS 1500 AWD,6,5.526872,424.7799624
Chevrolet,SSR Pickup 2WD,5.3,6.37716,368.142634
Chevrolet,Suburban 1500 2WD,5.3,5.952016,394.4385365
Chevrolet,Suburban 1500 2WD,5.3,5.952016,394.4385365
Chevrolet,Suburban 1500 4WD,5.3,5.526872,424.7799624
Chevrolet,Suburban 1500 4WD,5.3,5.952016,394.4385365
Chevrolet,Suburban 1500 AWD,5.3,5.526872,424.7799624
Chevrolet,Suburban 1500 AWD,5.3,5.952016,394.4385365
Chevrolet,Tahoe 1500 2WD,4.8,5.952016,394.4385365
Chevrolet,Tahoe 1500 2WD,5.3,5.952016,394.4385365
Chevrolet,Tahoe 1500 2WD,5.3,6.37716,368.142634
Chevrolet,Tahoe 1500 4WD,4.8,5.952016,394.4385365
Chevrolet,Tahoe 1500 4WD,5.3,5.526872,424.7799624
Chevrolet,Tahoe 1500 4WD,5.3,5.952016,394.4385365
Chevrolet,Tahoe 1500 AWD,5.3,5.526872,424.7799624
Chevrolet,Tahoe 1500 AWD,5.3,5.952016,394.4385365
Chevrolet,Tracker 2WD Convertible,2,9.353168,251.0063414
Chevrolet,Tracker 2WD Convertible,2,9.353168,251.0063414
Chevrolet,Tracker 2WD Hardtop,2,9.353168,251.0063414
Chevrolet,Tracker 2WD Hardtop,2.5,7.652592,306.7855284
Chevrolet,Tracker 2WD Hardtop,2,9.353168,251.0063414
Chevrolet,Tracker 4WD Convertible,2,8.928024,262.9590243
Chevrolet,Tracker 4WD Convertible,2,8.928024,262.9590243
Chevrolet,Tracker 4WD Hardtop,2,8.928024,262.9590243
Chevrolet,Tracker 4WD Hardtop,2.5,7.227448,324.8317359
Chevrolet,Tracker 4WD Hardtop,2,8.928024,262.9590243
Chevrolet,Tracker LT 2WD,2.5,7.652592,306.7855284
Chevrolet,Tracker LT 4WD,2.5,7.227448,324.8317359
Chevrolet,Tracker ZR2 4WD,2.5,7.227448,324.8317359
Chevrolet,Tracker ZR2 4WD Convertible,2,8.928024,262.9590243
Chevrolet,Tracker ZR2 4WD Convertible,2,8.928024,262.9590243
Chevrolet,TrailBlazer 2WD,4.2,6.802304,345.1337194
Chevrolet,TrailBlazer 4WD,4.2,6.37716,368.142634
Chevrolet,TrailBlazer Ext 2WD,4.2,6.802304,345.1337194
Chevrolet,TrailBlazer Ext 2WD,5.3,6.37716,368.142634
Chevrolet,TrailBlazer Ext 4WD,4.2,6.37716,368.142634
Chevrolet,TrailBlazer Ext 4WD,5.3,5.952016,394.4385365
Chevrolet,Van 15/25 2WD Conversion,4.3,6.37716,368.142634
Chevrolet,Van 15/25 2WD Conversion,5.3,5.952016,394.4385365
Chevrolet,Van 1500 AWD Conversion,5.3,5.526872,424.7799624
Chevrolet,Van 1500/2500 2WD,4.3,6.37716,368.142634
Chevrolet,Van 1500/2500 2WD,5.3,5.952016,394.4385365
Chevrolet,Van 1500/2500 AWD,5.3,5.952016,394.4385365
Chevrolet,Venture AWD,3.4,7.652592,306.7855284
Chevrolet,Venture FWD,3.4,8.50288,276.1069755
Chrysler,300 M,3.5,8.077736,290.6389216
Chrysler,Concorde/LHS,2.7,9.353168,251.0063414
Chrysler,Concorde/LHS,3.5,8.50288,276.1069755
Chrysler,PT Cruiser,2.4,8.077736,290.6389216
Chrysler,PT Cruiser,2.4,8.50288,276.1069755
Chrysler,PT Cruiser,2.4,8.928024,262.9590243
Chrysler,PT Cruiser,2.4,9.353168,251.0063414
Chrysler,Sebring,3,8.50288,276.1069755
Chrysler,Sebring,2.4,8.928024,262.9590243
Chrysler,Sebring,2.4,8.928024,262.9590243
Chrysler,Sebring,3,8.50288,276.1069755
Chrysler,Sebring,2.4,10.203456,230.0891463
Chrysler,Sebring,2.4,10.203456,230.0891463
Chrysler,Sebring,3,8.928024,262.9590243
Chrysler,Sebring 4 Door,2.7,8.928024,262.9590243
Chrysler,Sebring 4 Door,2.4,9.353168,251.0063414
Chrysler,Sebring 4 Door,2.7,8.928024,262.9590243
Chrysler,Sebring 4 Door,2.7,8.928024,262.9590243
Chrysler,Sebring Convertible,2.7,8.928024,262.9590243
Chrysler,Sebring Convertible,2.4,9.353168,251.0063414
Chrysler,Sebring Convertible,2.7,8.928024,262.9590243
Chrysler,Sebring Convertible,2.7,8.928024,262.9590243
Chrysler,Sebring Convertible,2.7,8.50288,276.1069755
